,CE appliance,dish washer,electric furnace,electric space heater,fridge,microwave,washer dryer,waste disposal unit,main
4226,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,320.609985352
4227,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,320.320007324
4228,7.5,1.0,6.0,0.0,170.0,3.0,0.0,0.0,320.640014648
4229,7.5,1.0,6.0,0.0,173.0,4.0,0.0,0.0,320.75
4230,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,320.459991455
4231,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.269989014
4232,7.5,1.0,6.0,0.0,168.0,3.0,0.0,0.0,320.089996338
4233,7.5,1.0,6.0,0.0,168.0,3.0,0.0,0.0,320.089996338
4234,7.5,1.0,6.0,0.0,168.0,3.0,0.0,0.0,320.089996338
4235,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,320.459991455
4236,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.739990234
4237,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,319.720001221
4238,7.5,1.0,6.0,0.0,171.0,3.0,0.0,0.0,319.950012207
4239,7.5,1.0,6.0,0.0,168.0,3.0,0.0,0.0,318.660003662
4240,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.589996338
4241,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,320.0
4242,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.91998291
4243,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,320.739990234
4244,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,321.140014648
4245,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,320.890014648
4246,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,320.209991455
4247,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.320007324
4248,7.5,1.0,6.0,0.0,172.0,4.0,0.0,0.0,319.929992676
4249,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.619995117
4250,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.440002441
4251,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.440002441
4252,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.440002441
4253,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.070007324
4254,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.950012207
4255,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,320.020019531
4256,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.16998291
4257,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,320.460021973
4258,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,319.789978027
4259,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.679992676
4260,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.559997559
4261,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.019989014
4262,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,319.739990234
4263,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,319.760009766
4264,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,319.850006104
4265,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.339996338
4266,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.5
4267,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.5
4268,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,320.0
4269,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,320.0
4270,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,321.5
4271,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,320.600006104
4272,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,320.369995117
4273,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,320.480010986
4274,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,320.589996338
4275,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,319.600006104
4276,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,320.059997559
4277,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.75
4278,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.390014648
4279,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.720001221
4280,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,319.540008545
4281,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.649993896
4282,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.770019531
4283,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,320.690002441
4284,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,320.239990234
4285,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.410003662
4286,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.410003662
4287,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.410003662
4288,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.83001709
4289,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.799987793
4290,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,319.899993896
4291,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,319.239990234
4292,5.0,1.0,6.0,0.0,168.0,4.0,0.0,0.0,319.149993896
4293,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,318.079986572
4294,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,318.979980469
4295,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.179992676
4296,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,318.429992676
4297,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,318.480010986
4298,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,317.850006104
4299,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,319.109985352
4300,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,318.690002441
4301,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,318.940002441
4302,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,319.049987793
4303,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,318.570007324
4304,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,318.570007324
4305,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,318.609985352
4306,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,319.200012207
4307,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,319.25
4308,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,318.529998779
4309,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.790008545
4310,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,319.660003662
4311,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,319.170013428
4312,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,318.540008545
4313,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,319.049987793
4314,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,318.83001709
4315,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.690002441
4316,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,317.520019531
4317,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,318.039978027
4318,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,318.0
4319,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,318.41998291
4320,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.019989014
4321,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.019989014
4322,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.019989014
4323,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.820007324
4324,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,318.049987793
4325,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,317.970001221
4326,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,318.290008545
4327,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.820007324
4328,7.5,1.0,7.0,0.0,167.0,4.0,0.0,0.0,317.260009766
4329,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.369995117
4330,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,317.08001709
4331,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,317.100006104
4332,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,317.859985352
4333,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,318.359985352
4334,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,318.239990234
4335,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,317.440002441
4336,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,317.670013428
4337,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,317.289978027
4338,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,317.289978027
4339,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,317.289978027
4340,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,317.200012207
4341,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.790008545
4342,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,317.160003662
4343,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,317.140014648
4344,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,316.979980469
4345,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,317.529998779
4346,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,317.299987793
4347,7.5,1.0,7.0,0.0,166.0,4.0,0.0,0.0,316.5
4348,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,316.119995117
4349,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,316.410003662
4350,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,316.489990234
4351,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,316.089996338
4352,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,316.220001221
4353,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.119995117
4354,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,317.270019531
4355,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.760009766
4356,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.760009766
4357,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.760009766
4358,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,317.309997559
4359,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,316.019989014
4360,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,315.850006104
4361,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,315.849975586
4362,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,317.039978027
4363,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,315.059997559
4364,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,316.650024414
4365,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,316.470001221
4366,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,316.519989014
4367,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,316.460021973
4368,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,316.529998779
4369,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,316.460021973
4370,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,315.690002441
4371,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,315.179992676
4372,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,315.279998779
4373,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.779998779
4374,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.779998779
4375,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.779998779
4376,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.489990234
4377,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,316.010009766
4378,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.529998779
4379,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.029998779
4380,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.149993896
4381,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.559997559
4382,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.589996338
4383,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,315.5
4384,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,315.829986572
4385,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,314.709991455
4386,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,316.589996338
4387,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,315.179992676
4388,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.779998779
4389,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,314.540008545
4390,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,315.289978027
4391,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.980010986
4392,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.980010986
4393,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,314.820007324
4394,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,315.170013428
4395,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,315.369995117
4396,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,315.209991455
4397,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,314.399993896
4398,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.5
4399,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.690002441
4400,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,314.91998291
4401,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,315.140014648
4402,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,315.25
4403,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,313.820007324
4404,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,314.08001709
4405,7.5,1.0,6.0,0.0,162.0,5.0,0.0,0.0,314.109985352
4406,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.16998291
4407,7.5,1.0,6.0,0.0,162.0,5.0,0.0,0.0,313.709991455
4408,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.570007324
4409,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.570007324
4410,7.5,1.0,6.0,0.0,165.0,5.0,0.0,0.0,314.570007324
4411,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,314.16998291
4412,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,313.589996338
4413,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,314.559997559
4414,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,314.769989014
4415,7.5,1.0,6.0,0.0,162.0,5.0,0.0,0.0,315.119995117
4416,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,315.140014648
4417,7.5,1.0,6.0,0.0,161.0,5.0,0.0,0.0,313.739990234
4418,7.5,1.0,6.0,0.0,162.0,5.0,0.0,0.0,313.649993896
4419,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,314.229980469
4420,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,313.950012207
4421,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,313.859985352
4422,7.5,1.0,6.0,0.0,162.0,5.0,0.0,0.0,313.399993896
4423,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,312.899993896
4424,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,312.770019531
4425,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,312.529998779
4426,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,312.529998779
4427,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,312.529998779
4428,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,312.970001221
4429,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,312.429992676
4430,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,312.399993896
4431,7.5,1.0,6.0,0.0,162.0,5.0,0.0,0.0,311.929992676
4432,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,312.589996338
4433,7.5,1.0,6.0,0.0,164.0,5.0,0.0,0.0,312.690002441
4434,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.799987793
4435,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,312.820007324
4436,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.940002441
4437,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.070007324
4438,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,311.989990234
4439,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,311.739990234
4440,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,311.940002441
4441,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,311.910003662
4442,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,311.899993896
4443,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,311.519989014
4444,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,311.519989014
4445,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,311.519989014
4446,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,311.020019531
4447,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,311.239990234
4448,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.809997559
4449,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.200012207
4450,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.66998291
4451,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,311.520019531
4452,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,311.739990234
4453,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,311.869995117
4454,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,311.149993896
4455,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,311.839996338
4456,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,311.049987793
4457,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.290008545
4458,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,310.33001709
4459,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,310.670013428
4460,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,310.559997559
4461,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,310.720001221
4462,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,310.720001221
4463,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,310.720001221
4464,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.309997559
4465,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.160003662
4466,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,310.320007324
4467,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.779998779
4468,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.380004883
4469,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.859985352
4470,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,310.850006104
4471,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,310.839996338
4472,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.690002441
4473,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,309.320007324
4474,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,308.369995117
4475,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,308.820007324
4476,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.170013428
4477,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.010009766
4478,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,309.210021973
4479,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.140014648
4480,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.140014648
4481,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.140014648
4482,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,310.309997559
4483,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.350006104
4484,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,309.049987793
4485,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,308.660003662
4486,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,309.320007324
4487,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,309.720001221
4488,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.720001221
4489,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.0
4490,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,308.989990234
4491,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,308.510009766
4492,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,309.540008545
4493,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,308.16998291
4494,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.160003662
4495,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.459991455
4496,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,308.440002441
4497,7.5,1.0,6.0,0.0,160.0,5.0,0.0,0.0,308.920013428
4498,7.5,1.0,6.0,0.0,160.0,5.0,0.0,0.0,308.920013428
4499,7.5,1.0,6.0,0.0,160.0,5.0,0.0,0.0,308.920013428
4500,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.959991455
4501,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.579986572
4502,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.809997559
4503,7.5,1.0,6.0,0.0,160.0,5.0,0.0,0.0,309.619995117
4504,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,308.450012207
4505,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,308.010009766
4506,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,307.760009766
4507,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,307.640014648
4508,5.0,1.0,7.0,0.0,159.0,4.0,0.0,0.0,307.989990234
4509,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.760009766
4510,7.5,1.0,6.0,0.0,160.0,5.0,0.0,0.0,308.970001221
4511,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,307.880004883
4512,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.959991455
4513,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,307.720001221
4514,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.210021973
4515,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.350006104
4516,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.350006104
4517,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,308.059997559
4518,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,308.239990234
4519,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.609985352
4520,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.410003662
4521,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,307.229980469
4522,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.650024414
4523,5.0,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.290008545
4524,7.5,1.0,6.0,0.0,160.0,5.0,0.0,0.0,308.179992676
4525,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,307.770019531
4526,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,307.399993896
4527,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.720001221
4528,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.130004883
4529,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,306.729980469
4530,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,306.290008545
4531,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,307.290008545
4532,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.269989014
4533,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.269989014
4534,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.269989014
4535,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,305.260009766
4536,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.350006104
4537,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,305.179992676
4538,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,305.820007324
4539,7.5,1.0,6.0,0.0,156.0,4.0,0.0,0.0,305.649993896
4540,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,306.619995117
4541,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,305.08001709
4542,7.5,1.0,6.0,0.0,156.0,4.0,0.0,0.0,306.029998779
4543,7.5,1.0,6.0,0.0,159.0,6.0,0.0,0.0,307.609985352
4544,7.5,1.0,6.0,0.0,159.0,5.0,0.0,0.0,306.190002441
4545,7.5,1.0,6.0,0.0,159.0,5.0,0.0,0.0,306.549987793
4546,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,307.08001709
4547,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,307.089996338
4548,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,306.270019531
4549,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.029998779
4550,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.029998779
4551,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,306.029998779
4552,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,305.559997559
4553,7.5,1.0,6.0,0.0,156.0,4.0,0.0,0.0,305.869995117
4554,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,305.760009766
4555,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,304.809997559
4556,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,305.649993896
4557,7.5,1.0,6.0,0.0,156.0,4.0,0.0,0.0,305.529998779
4558,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,306.230010986
4559,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,306.609985352
4560,7.5,1.0,6.0,0.0,158.0,4.0,0.0,0.0,305.75
4561,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,305.260009766
4562,7.5,1.0,6.0,0.0,156.0,5.0,0.0,0.0,306.410003662
4563,7.5,1.0,6.0,0.0,156.0,4.0,0.0,0.0,306.029998779
4564,7.5,1.0,6.0,0.0,159.0,4.0,0.0,0.0,305.119995117
4565,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,305.570007324
4566,7.5,1.0,6.0,0.0,157.0,4.0,0.0,0.0,305.970001221
